"Region","DOF","Tau2","Tau2SE","I2","H2","Qdf","Q","Qp","estimate","se","zval","pval","ci.lb","ci.ub"
"Asy_L_SurfArea_asy.csv","92","0.0572799142317023","0.0108515505348824","89.2307150258943","9.2856675480727","92","782.141297716019","2.0789157746712e-110","-0.339895942788361","0.028426413590548","-11.9570462768957","5.96459994814839e-33","-0.395610689635475","-0.284181195941247"
"Asy_L_Thickness_asy.csv","93","0.105328503796714","0.0179972905389648","94.1079082223017","16.9719012827502","93","1233.81610495671","3.93712832979527e-199","0.133813827117618","0.0363412564693288","3.68214641204146","0.000231278516056247","0.0625862732847999","0.205041380950435"
"bankssts_asy_thick.csv","93","0.0651932781533147","0.0121837616867509","89.8311894573128","9.8339918499036","93","1089.21598335573","3.6567871755215e-170","-0.423188291107132","0.0300281350279121","-14.0930594162363","4.19008287377534e-45","-0.482042354284745","-0.364334227929518"
"caudalanteriorcingulate_asy_thick.csv","93","0.0885211466610465","0.0155418210153073","92.6058452470405","13.5241962524486","93","1497.22324294601","1.48840619046262e-252","0.322095958978324","0.0338009092841113","9.52920988814142","1.5848482112653e-21","0.255847394136761","0.388344523819888"
"caudalmiddlefrontal_asy_thick.csv","93","0.08664165737518","0.0151896978208594","92.9653935795497","14.215436375984","93","900.225749845982","7.68673482085842e-133","0.0982859876641314","0.033425596170931","2.94044082748798","0.00327745594517868","0.0327730230073267","0.163798952320936"
"_cuneus_asy_thick.csv","93","0.0357310043285974","0.0073200659633741","84.3449248987322","6.38770490420078","93","602.612867010925","4.91811993783658e-76","-0.185878782044002","0.023421446033545","-7.93626413065102","2.08362044772968e-15","-0.231783972735598","-0.139973591352405"
"entorhinal_asy_thick.csv","91","0.03520921888985","0.00751406134349035","82.6211563881553","5.75412278477746","91","449.134134379746","3.98583417568998e-49","-0.41534960216402","0.0239018032070723","-17.3773333570549","1.22519658743081e-67","-0.462196275615445","-0.368502928712594"
"fusiform_asy_thick.csv","93","0.0867472869961761","0.0152016215766651","92.9168594259907","14.1180312539521","93","1075.15694396366","2.3045944262272e-167","-0.0830193739896752","0.0334306160445693","-2.48333365675926","0.013015910875732","-0.148542177418018","-0.0174965705613324"
"inferiorparietal_asy_thick.csv","93","0.181442873723999","0.0295329454924979","96.3293973115141","27.2434824705176","93","1936.37949409681","0","-0.160811953078622","0.0464853924378889","-3.45940831398787","0.000541363551013393","-0.251921648064095","-0.0697022580931491"
"inferiortemporal_asy_thick.csv","93","0.114309066562639","0.0193888847784276","94.3870831097711","17.8160485814571","93","1543.48450331496","5.26131457166353e-262","-0.101259408502903","0.0377039099403178","-2.68564742126713","0.0072389432339568","-0.175157714062267","-0.0273611029435379"
"isthmuscingulate_asy_thick.csv","93","0.0266921590194074","0.00588870419698833","80.0058909161698","5.00147316295642","93","493.789282236809","2.79992321387359e-56","0.278089642140021","0.0211289664279196","13.1615355199086","1.46086435129477e-39","0.236677628910742","0.319501655369299"
"lateraloccipital_asy_thick.csv","93","0.185870064091764","0.0304012481056698","96.0241151182364","25.1516336548563","93","1983.67651696985","0","-0.52631955771287","0.0471681695914567","-11.1583629865552","6.51807108890111e-29","-0.618767471328802","-0.433871644096937"
"lateralorbitofrontal_asy_thick.csv","93","0.156157365523792","0.0257534279245273","95.8137231648441","23.8875745531714","93","1655.61372185891","5.51169171080186e-285","0.29437518388393","0.0434176880778424","6.78007505503639","1.20113466353589e-11","0.209278078959365","0.379472288808495"
"lingual_asy_thick.csv","93","0.0577123474867412","0.0108871379373748","89.068292763036","9.14770198582199","93","693.55055749695","4.8074578149727e-93","-0.392253328173533","0.0284057939961588","-13.8089196952768","2.25183210973407e-43","-0.447927661358268","-0.336578994988798"
"medialorbitofrontal_asy_thick.csv","93","0.172974226814461","0.0281952242039642","96.1543960727289","26.0037179832406","93","2146.56813009888","0","0.0303407250164584","0.0454204997980983","0.667996282544842","0.504135965448787","-0.0586818187476231","0.11936326878054"
"middletemporal_asy_thick.csv","93","0.186693774009599","0.0303581515744979","96.2772982227468","26.8622108305932","93","2639.24412881953","0","-0.0930939011777798","0.0471280967088279","-1.97533759432177","0.0482298496249293","-0.185463273387003","-0.000724528968556445"
"parahippocampal_asy_thick.csv","93","0.0203281926927549","0.0047986922936625","75.9480948238722","4.15767479822151","93","361.289481979804","1.41154616099579e-33","0.112531711066527","0.0192073218137392","5.85879239999154","4.66245105016528e-09","0.0748860520721275","0.150177370060926"
"paracentral_asy_thick.csv","93","0.0507108753652462","0.00968165742012703","88.5360367423236","8.72298678496187","93","728.275462768266","1.23946277000873e-99","-0.171156027914565","0.0268116373972645","-6.38364697308742","1.72919474316155e-10","-0.22370587157975","-0.118606184249379"
"parsopercularis_asy_thick.csv","93","0.0672011304054489","0.0122085400469728","91.1592910212282","11.3113100137239","93","818.354172614562","6.38702236301145e-117","-0.0294389871639015","0.030016185669654","-0.980770424593421","0.326705966018893","-0.0882696300296907","0.0293916557018876"
"parsorbitalis_asy_thick.csv","91","0.070824527263015","0.0128745454842678","91.677210382836","12.0152021857878","91","915.499365203127","7.73843334297181e-137","0.134879280450881","0.0309665154206633","4.35564927530978","1.3267306430149e-05","0.074186025499677","0.195572535402086"
"parstriangularis_asy_thick.csv","93","0.0885495761293333","0.0154510643669551","93.1291228509152","14.5541825054054","93","957.577901943271","4.32550114130912e-144","0.0045529234031344","0.0337018749322184","0.135094068573078","0.892537499781239","-0.0615015376754869","0.0706073844817557"
