"Region","DOF","Tau2","Tau2SE","I2","H2","Qdf","Q","Qp","estimate","se","zval","pval","ci.lb","ci.ub"
"Asy_L_SurfArea_asy.csv","59","0.0792467726423567","0.0182308854918877","90.2581275237906","10.2649670527108","59","503.691495492122","2.65066976970063e-72","-0.302990599022849","0.041018566122237","-7.38666968806089","1.5055198065337e-13","-0.383385511319908","-0.22259568672579"
"Asy_L_Thickness_asy.csv","59","0.118471550125468","0.0256316439333264","93.3065193123133","14.939910140319","59","706.299421953224","3.33808658037822e-112","0.116779919425421","0.0485123018096782","2.40722280883658","0.0160743595901352","0.0216975550713149","0.211862283779528"
"bankssts_asy_thick.csv","59","0.0770152435068672","0.0180356048835825","88.8248172387502","8.94839951492806","59","903.754600757042","4.32841475578412e-152","-0.385940426536682","0.0408250266335194","-9.45352540737367","3.27606826180674e-21","-0.465956008406268","-0.305924844667095"
"caudalanteriorcingulate_asy_thick.csv","59","0.0978150137357199","0.0217668610249829","91.5115912002403","11.7807709735694","59","1102.11028441838","9.36950550946837e-193","0.300579075216665","0.0447437892549951","6.71778318782218","1.84509948266779e-11","0.212882859745024","0.388275290688306"
"caudalmiddlefrontal_asy_thick.csv","59","0.0806631977859425","0.0184199765009","90.6236432469198","10.6651232065322","59","483.276477270116","2.26760359177774e-68","0.0581121304424287","0.0412255368060182","1.40961488787565","0.15865342853945","-0.0226884369406974","0.138912697825555"
"_cuneus_asy_thick.csv","59","0.0302233171007114","0.00846454542124155","78.0981274247574","4.56581964197151","59","297.275276287133","7.46082921561393e-34","-0.181629447265533","0.0283305116449659","-6.41108955396531","1.44483288752053e-10","-0.237156229753259","-0.126102664777807"
"entorhinal_asy_thick.csv","57","0.0416467976086788","0.0112382912117605","80.5334562828651","5.13701874626966","57","343.930533676152","5.1283623504436e-43","-0.427694328653871","0.0327317533384567","-13.0666488969099","5.10660044619313e-39","-0.491847386348095","-0.363541270959647"
"fusiform_asy_thick.csv","59","0.114749919836909","0.0249123201777751","93.0392092853503","14.3661839723956","59","848.112507237685","8.87186516802703e-141","-0.0682213452220452","0.0478269520064123","-1.4264205089402","0.15374699719957","-0.161960448644939","0.0255177582008486"
"inferiorparietal_asy_thick.csv","59","0.195042943055037","0.0401967358071173","95.5438573232041","22.440933168662","59","1474.83662562765","3.73191909137108e-270","-0.116622833844172","0.0606701454161192","-1.9222441786531","0.0545750402640297","-0.235534133796574","0.00228846610822953"
"inferiortemporal_asy_thick.csv","59","0.102644164327972","0.0225963372356792","92.1811543681239","12.7896117544919","59","947.367880735912","5.465387540205e-161","-0.109940749145211","0.0455708485953101","-2.41252363153327","0.0158425103993789","-0.199257971136946","-0.020623527153475"
"isthmuscingulate_asy_thick.csv","59","0.0307375587070895","0.00859769277475644","78.0834725526287","4.5627666262428","59","367.717729520455","1.39250574278601e-46","0.287810992107057","0.0285284339003989","10.0885661341204","6.20695253966275e-24","0.231896289126944","0.343725695087171"
"lateraloccipital_asy_thick.csv","59","0.222371694108746","0.0457344747495398","95.7107781959343","23.3142524607173","59","1470.68964219136","2.74312611264862e-269","-0.503859850760668","0.0647088575250723","-7.78656694047551","6.88544477737398e-15","-0.630686880990544","-0.377032820530793"
"lateralorbitofrontal_asy_thick.csv","59","0.152385166449042","0.0321976904600815","94.509521758324","18.2133496570374","59","1080.90132718971","2.19455081703179e-188","0.296388380544871","0.0543237790203506","5.45596027908587","4.87088815427266e-08","0.189915730160871","0.402861030928871"
"lingual_asy_thick.csv","59","0.0617188425561934","0.0149046764613642","87.3585595481781","7.91049092713068","59","346.641021494548","1.01735714362016e-42","-0.370415857795647","0.037188332483821","-9.96053958474203","2.2682824864294e-23","-0.443303650109037","-0.297528065482257"
"medialorbitofrontal_asy_thick.csv","59","0.201648147649065","0.041456277807833","95.7229685964316","23.3807027735566","59","1546.14488849089","4.58065720136058e-285","-0.108035179133026","0.0616080596602357","-1.75358840594612","0.079501059085264","-0.228784757224483","0.0127143989584309"
"middletemporal_asy_thick.csv","59","0.215851904042683","0.0442076707639811","95.8262941741574","23.9595228252126","59","1597.31212215924","8.8204726919271e-296","-0.0675576143659525","0.063612024677071","-1.06202584666832","0.288223951615838","-0.192234891716685","0.0571196629847798"
"parahippocampal_asy_thick.csv","59","0.0329523431731306","0.00901088335103896","79.985752364564","4.9964406267736","59","288.331142487165","2.79623191084666e-32","0.099278424767999","0.02918304171842","3.40192176421883","0.000669137903929482","0.0420807140405659","0.156476135495432"
"paracentral_asy_thick.csv","59","0.0546596902682713","0.0133750929948503","86.6347333216235","7.48208041084496","59","422.123193075755","9.95140321781521e-57","-0.196329926518126","0.035262243455654","-5.5677094613969","2.58109718268832e-08","-0.265442653705291","-0.127217199330961"
"parsopercularis_asy_thick.csv","59","0.0531099981601778","0.0130423315170856","86.4455123003679","7.37763036243074","59","398.036988407792","3.29368354775397e-52","-0.0392383119019601","0.0348286457238949","-1.12661032567913","0.259907271494175","-0.107501203151099","0.0290245793471788"
"parsorbitalis_asy_thick.csv","57","0.0497458212326173","0.0125770993582146","85.9006075181904","7.09250417200711","57","338.661653121107","4.7240490830215e-42","0.183549228401188","0.0345064751524416","5.31926913978637","1.0418491969894e-07","0.115917779868976","0.2511806769334"
"parstriangularis_asy_thick.csv","59","0.0719786016623321","0.0167269434593006","89.64704248171","9.65907566251826","59","443.544573878894","8.81207209036742e-61","0.0257025548309967","0.039318727328194","0.653697527299323","0.513306696642092","-0.0513607346502142","0.102765844312208"
